"";"year";"trapseason";"station";"id";"c1";"c2";"weight";"sex01";"Nindnum";"datetime"
"878";2020;7;"G2";972;1;1;40,5;1;"B611";2020-06-18
"879";2020;7;"G2";973;1;1;29;0;"AA16";2020-06-18
"880";2020;7;"T1-2";1808;1;1;30;0;"3182";2020-06-18
"881";2020;7;"T1-3";1804;0;1;32;0;"FB85A";2020-06-18
"882";2020;7;"T1-3";1803;1;0;33;0;"UNMA";2020-06-18
"883";2020;7;"T1-3";1809;1;0;30;1;"B62B";2020-06-18
"884";2020;7;"T1-3";1810;1;0;28;1;"EC8E";2020-06-18
"885";2020;7;"T2-1";1811;0;1;36;1;"EFB5";2020-06-18
"886";2020;7;"T2-1";1806;1;0;36;0;"B65B";2020-06-18
"887";2020;7;"T2-1";1807;1;0;31;1;"F5CF";2020-06-18
"888";2020;7;"T3-1";1805;0;1;28;1;"FB9D7";2020-06-18
"889";2020;9;"G1";1014;0;1;15;0;"B946";2020-09-10
"890";2020;9;"G1";1015;0;1;40;1;"AA4F";2020-09-10
"891";2020;9;"G1";1016;0;1;24;0;"B8D5";2020-09-10
"892";2020;9;"G1";1043;0;1;14;1;"2379";2020-09-10
"893";2020;9;"G1";984;1;1;25,5;1;"BACD";2020-09-10
"894";2020;9;"G1";985;1;1;22,5;1;"B9F9";2020-09-10
"895";2020;9;"G1";986;1;1;35,5;0;"B82D";2020-09-10
"896";2020;9;"G1";987;1;1;39;0;"A918";2020-09-10
"897";2020;9;"G1";988;1;1;25;0;"B921";2020-09-10
"898";2020;9;"G1";989;1;0;29;1;"AC36";2020-09-10
"899";2020;9;"G1";1017;1;1;12,5;0;"32C0";2020-09-10
"900";2020;9;"G1";1018;1;1;22,5;0;"2252";2020-09-10
"901";2020;9;"G1";1019;1;1;23;0;"AC37";2020-09-10
"902";2020;9;"G11";1006;0;1;21;1;"""1E63""";2020-09-10
"903";2020;9;"G11";1028;1;0;40;0;"F147";2020-09-10
"904";2020;9;"G16";1035;0;1;22;1;"""29000""";2020-09-10
"905";2020;9;"G19";1034;0;1;23;1;"AB5E";2020-09-10
"906";2020;9;"G19";999;1;0;25;0;"BA31";2020-09-10
"907";2020;9;"G19";1030;1;0;26;0;"A94C";2020-09-10
"908";2020;9;"G2";1012;0;1;25;1;"BBEF";2020-09-10
"909";2020;9;"G2";1013;0;1;31;0;"BB57";2020-09-10
"910";2020;9;"G2";1041;0;1;18;1;"20A4";2020-09-10
"911";2020;9;"G2";1042;0;1;19;0;"259C";2020-09-10
"912";2020;9;"G2";990;1;1;20;0;"B9A7";2020-09-10
"913";2020;9;"G2";991;1;1;18,5;0,5;"BB45";2020-09-10
"914";2020;9;"G2";992;1;1;23,5;1;"BA50";2020-09-10
"915";2020;9;"G2";993;1;0;23;1;"A970";2020-09-10
"916";2020;9;"G2";994;1;1;36;1;"B611";2020-09-10
"917";2020;9;"G2";1020;1;0;23;1;"B96A";2020-09-10
"918";2020;9;"G2";1021;1;1;22;1;"BC0A";2020-09-10
"919";2020;9;"G2";1022;1;0;28;0;"BB5F";2020-09-10
"920";2020;9;"G20";1000;1;1;18;1;"BA00";2020-09-10
"921";2020;9;"G4";1039;0;1;26;0;"2B26";2020-09-10
"922";2020;9;"G8";1007;0;1;34;1;"BA9F";2020-09-10
"923";2020;9;"G8";1036;0;1;17;0;"F907";2020-09-10
"924";2020;9;"G8";1037;0;1;17;0;"175E";2020-09-10
"925";2020;9;"G8";1027;1;0;37;0;"BA3F";2020-09-10
"926";2020;9;"T1-2";1831;0;1;16;1;"F73D";2020-09-10
"927";2020;9;"T1-2";1818;1;1;21,5;1;"B89E";2020-09-10
"928";2020;9;"T1-2";1830;1;1;34,5;0;"3182";2020-09-10
"929";2020;9;"T1-3";1832;0;1;23;1;"28A2";2020-09-10
"930";2020;9;"T1-3";1819;1;1;18;1;"B994";2020-09-10
"931";2020;9;"T2-1";1822;0;1;37;0;"ABA6";2020-09-10
"932";2020;9;"T2-1";1813;1;0;18;1;"B967";2020-09-10
"933";2020;9;"T2-1";1814;1;1;13,5;0;"B90F";2020-09-10
"934";2020;9;"T2-1";1815;1;1;40;1;"EFB5";2020-09-10
"935";2020;9;"T2-1";1821;1;1;19;0;"1EA4";2020-09-10
"936";2020;9;"T2-1";1826;1;0;43;0;"B89A";2020-09-10
"937";2020;9;"T2-1";1827;1;0;9;1;"UNMC";2020-09-10
"938";2020;9;"T2-1";1828;1;0;9;1;"UNMD";2020-09-10
"939";2020;9;"T2-2";1833;0;1;37;1;"UNME";2020-09-10
"940";2020;9;"T2-2";1816;1;0;20;1;"B911";2020-09-10
"941";2020;9;"T2-2";1817;1;1;32;1;"BADB";2020-09-10
"942";2020;9;"T2-2";1829;1;0;36;1;"BC11";2020-09-10
"943";2020;9;"T3-2";1824;1;1;16,5;0;"2781";2020-09-10
"944";2020;9;"T5-2";1823;1;0;16;0;"2200";2020-09-10
